City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
526,Sawai Madhopur,IN,87.58,clear sky,25.9833,76.3667,Sawai Madhopur Lodge – IHCL SeleQtions
527,Anloga,GH,75.45,few clouds,5.7947,0.8973,Pin Drop Hotel
528,Kailua,US,82.02,light rain,21.4022,-157.7394,Sheffield House Bed & Breakfast
530,Manono,CD,76.66,clear sky,-7.3,27.4167,Hotel hewa bora
534,Chacarita,CR,76.06,overcast clouds,9.9829,-84.7723,Cabinas La Fuente
535,Sulangan,PH,82.8,overcast clouds,11.1373,123.7228,Maia's Beach Resort
537,Cururupu,BR,75.49,few clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
538,Tiarei,PF,80.62,clear sky,-17.5333,-149.3333,Le Rocher de Tahiti
540,Pangkalanbuun,ID,90.07,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
544,Torrox,ES,75.85,broken clouds,36.7579,-3.9523,La casa hotel and restaurant
553,San Jose,US,90.72,scattered clouds,37.3394,-121.895,The Westin San Jose
555,Bani,DO,77.65,overcast clouds,18.2833,-70.3333,Hospedaje Henriquez
557,Sorong,ID,82.56,few clouds,-0.8833,131.25,Waigo Splash Hotel
558,Yanam,IN,93.67,broken clouds,16.7333,82.2167,The Regency Hotel
565,Kloulklubed,PW,88.3,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
573,Ende,ID,84.15,overcast clouds,-8.8432,121.6623,Dwi Putra Hotel - Ende
584,Sabang,ID,82.06,overcast clouds,5.8933,95.3214,Hotel Citra
588,Lazaro Cardenas,MX,79.23,overcast clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
593,Maumere,ID,82.33,scattered clouds,-8.6199,122.2111,Sylvia Hotel
595,Thoen,TH,85.71,broken clouds,17.6129,99.2161,บ้านห้องนอน
598,Miramar,US,85.01,clear sky,25.9873,-80.2323,Stadium Hotel
599,Roebourne,AU,79.5,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
600,Ibra,OM,84.4,clear sky,22.6906,58.5334,مزرعة راحة النفوس المنزفة
605,Marsa Matruh,EG,77.2,scattered clouds,31.3525,27.2453,Beau Site
609,Mengcheng,CN,94.26,few clouds,33.2579,116.5655,Jinliang Hotel
610,Manokwari,ID,84.15,few clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
615,Robertsport,LR,76.17,moderate rain,6.7533,-11.3686,Kwepunha Retreat
620,Kununurra,AU,93.18,clear sky,-15.7667,128.7333,Hotel Kununurra
621,Nieuw Amsterdam,SR,80.02,overcast clouds,5.8833,-55.0833,Hotel Stardust
622,Biltine,TD,77.47,overcast clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
624,Dawlatabad,AF,91.18,clear sky,36.4141,64.9053,WASIM ASGAR KHAN
625,Netarhat,IN,79.29,overcast clouds,23.4833,84.2667,HOTEL PRAKASH
626,Surt,LY,79.68,clear sky,31.2089,16.5887,فندق المدينة
630,Salinopolis,BR,79.14,broken clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
636,Misratah,LY,80.19,clear sky,32.3754,15.0925,Almasa Hotel
643,Luganville,VU,80.13,scattered clouds,-15.5333,167.1667,The Espiritu Hotel
650,Jacareacanga,BR,82.38,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
655,Namatanai,PG,84.43,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
656,The Valley,AI,83.1,overcast clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
660,Jucurutu,BR,75.06,scattered clouds,-6.0339,-37.0203,Pousada Miike
665,Annau,TM,89.11,clear sky,37.8876,58.516,"Гостиница ""Уссат инженер"""
668,Segou,ML,78.35,scattered clouds,13.4317,-6.2157,Comme chez soi
671,Aguada De Pasajeros,CU,76.48,scattered clouds,22.385,-80.8508,CASA MAMÁ
672,Balkanabat,TM,80.35,clear sky,39.5108,54.3671,Nebitchi Hotel
673,Richmond,US,78.15,overcast clouds,37.5538,-77.4603,"Holiday Inn Express Richmond - Downtown, an IHG Hotel"
682,Galesong,ID,89.62,overcast clouds,-5.3166,119.3661,Sapriadi Appy
684,Soure,BR,79.74,broken clouds,-0.7167,-48.5233,Casarão da Amazônia
688,Lufilufi,WS,80.02,clear sky,-13.8745,-171.5986,Leuaina Beach Resort and Spa
689,Alice Town,BS,84.43,clear sky,25.7167,-79.3,Bimini Big Game Club Resort & Marina
692,Sattahip,TH,86.09,broken clouds,12.6664,100.9007,Pob Choke Residences ( พบโชคเรดซิเด้นท์ )
693,Pierre,US,78.78,clear sky,44.3683,-100.351,Ramkota Hotel
696,Port-De-Bouc,FR,76.59,clear sky,43.4,4.9833,HOTEL RESIDENCE LES AIGUADES
697,Yarada,IN,89.92,haze,17.65,83.2667,Yarada Jungle Beach Resorts
698,Tual,ID,80.49,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
699,Acapulco,MX,77.34,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
700,Guiratinga,BR,75.25,broken clouds,-16.3494,-53.7583,Hotel Angra do Cerrado - Guiratinga MT
708,Tenali,IN,87.89,scattered clouds,16.2425,80.6398,Hotel Grand Adithee
